timesteps,episode_reward,episode_length
1800320,14.125896,52
1800352,-0.503587,4
1800440,1.265065,16
1800488,12.613774,49
1800496,3.793993,7
1800568,15.330027,91
1800584,13.53281,65
1800648,10.260067,37
1800648,17.245402,148
1800680,15.905676,50
1800696,5.219898,26
1800840,4.68748,18
1800944,2.668091,13
1800960,13.250388,39
1801000,14.174646,63
1801008,11.471214,53
1801048,11.467963,50
1801136,19.464214,71
1801208,8.880054,66
1801248,12.436787,36
1801304,8.641124,37
1801352,13.620196,44
1801352,11.46135,51
1801376,9.244797,388
1801496,6.49834,18
1801512,10.954242,38
1801512,10.800691,47
1801520,10.569925,34
1801520,16.493677,59
1801576,5.735965,34
1801576,4.301154,8
1801608,5.11706,29
1801664,5.271045,11
1801672,6.814008,19
1801704,9.840215,24
1801824,11.754359,38
1801824,15.075255,59
1801832,6.942907,20
1801840,8.43533,43
1801920,12.882269,39
1801928,10.546841,44
1802016,9.528443,24
1802024,6.849342,24
1802064,8.387636,28
1802080,9.477067,32
1802136,9.635041,26
1802152,12.829527,56
1802208,19.235883,68
1802216,4.012613,8
1802296,12.961911,35
1802304,7.101685,30
1802400,7.768274,23
1802440,9.915754,45
1802480,17.686056,70
1802504,7.629857,26
1802512,19.41191,61
1802648,13.689104,43
1802656,14.755722,56
1802656,6.882435,19
1802688,19.321635,69
1802704,0.632967,6
1802856,16.30087,57
1802872,14.997493,49
1802920,3.786461,6
1802928,11.9684,35
1802976,10.189499,40
1802984,-0.635353,1
1802984,7.30771,16
1802992,12.342629,38
1803008,16.375415,71
1803072,13.124294,46
1803072,16.161388,70
1803080,7.903984,20
1803128,7.080819,18
1803136,10.101309,26
1803200,9.745238,26
1803280,6.40207,19
1803384,6.232072,13
1803392,13.828584,40
1803464,2.977577,9
1803464,12.932121,49
1803472,13.797334,42
1803496,15.22649,61
1803504,18.049541,65
1803560,18.321455,60
1803584,1.60697,15
1803664,8.647073,24
1803736,11.118921,34
1803744,8.789659,23
1803760,9.407534,32
1803784,4.960477,25
1803816,4.607328,9
1803872,2.891941,11
1803880,6.889206,18
1803904,9.903571,51
1803952,9.511484,36
1804040,22.218967,82
1804080,6.81653,40
1804096,9.25132,27
1804152,5.202457,14
1804264,6.783676,21
1804312,22.533675,139
1804328,15.146945,47
1804352,16.741172,60
1804400,5.675016,73
1804448,11.842216,46
1804456,16.602547,69
1804464,6.897078,17
1804552,4.107775,25
1804600,12.013949,36
1804608,7.606231,20
1804672,15.780832,51
1804680,19.1827,66
1804728,12.907113,34
1804776,13.110356,39
1804816,10.094475,52
1804824,6.944125,19
1804848,8.949413,30
1804904,4.302526,7
1804984,4.808796,20
1804992,11.868774,49
1805008,12.374545,57
1805048,11.296679,34
1805072,0.625775,8
1805088,16.172331,51
1805144,6.553783,19
1805184,14.019026,46
1805264,19.847308,67
1805304,8.073421,27
1805312,8.710645,41
1805336,13.799226,36
1805352,12.017302,56
1805360,6.985939,22
1805376,11.083335,38
1805488,6.376602,14
1805488,7.410364,23
1805496,5.022917,20
1805616,4.823901,16
1805664,15.339964,50
1805704,7.504662,27
1805736,11.271237,53
1805752,0.774481,6
1805808,7.458683,57
1805832,5.579545,12
1805856,5.372752,62
1805984,7.766688,61
1805992,13.974907,47
1806008,11.521531,32
1806072,4.809717,10
1806104,9.136289,31
1806200,4.975534,46
1806224,18.266374,135
1806256,22.603036,74
1806264,6.455701,24
1806272,10.465621,33
1806280,17.996518,59
1806312,10.159928,26
1806344,0.746114,8
1806360,6.53577,13
1806384,15.807163,50
1806464,9.237424,30
1806480,2.906005,27
1806616,8.335633,52
1806624,11.914341,39
1806632,12.107647,45
1806640,10.679174,32
1806720,10.550769,45
1806752,15.528901,51
1806776,7.396926,19
1806776,2.503292,7
1806856,4.697035,27
1806952,2.776114,22
1806984,15.716844,65
1807024,9.657083,34
1807104,16.325006,59
1807136,8.286287,82
1807144,4.964302,46
1807192,4.244142,7
1807280,23.273858,83
1807336,16.682413,60
1807448,17.115011,58
1807480,12.155208,36
1807488,17.665428,67
1807512,10.73554,51
1807512,14.801304,46
1807560,3.401601,67
1807608,10.966318,41
1807624,9.036177,22
1807656,6.493587,18
1807736,4.668631,10
1807760,5.469061,34
1807768,8.857646,54
1807776,12.121129,37
1807832,12.987227,34
1807856,10.717492,31
1807856,12.494309,43
1808024,11.386817,32
1808040,-1.525876,52
1808096,10.995548,30
1808104,10.317743,34
1808200,12.452784,58
1808208,12.185286,56
1808264,1.614511,21
1808320,15.730011,68
1808352,10.969228,39
1808384,18.989754,66
1808472,9.050449,56
1808480,11.595736,34
1808552,10.447687,56
1808608,11.385822,32
1808648,8.551463,22
1808712,9.719704,56
1808728,4.465652,10
1808760,3.427305,4
1808784,15.345372,50
1808824,16.156927,78
1808824,14.87622,43
1808920,10.85057,39
1808992,12.286183,35
1809024,9.21793,30
1809192,8.713846,46
1809208,7.61333,23
1809216,17.487817,57
1809224,9.134755,113
1809280,16.792774,57
1809352,13.239963,45
1809376,6.139026,103
1809376,16.14929,57
1809408,9.108289,23
1809440,7.268934,20
1809568,14.990715,47
1809592,2.803004,3
1809632,11.957475,53
1809672,9.981501,37
1809728,12.031005,36
1809768,9.833332,45
1809848,12.244916,79
1809912,8.836144,23
1809920,19.068662,68
1809984,8.968121,27
1810016,-0.516692,4
1810032,19.080246,55
1810080,12.349623,91
1810088,15.383644,52
1810112,9.061431,24
1810160,18.662787,66
1810208,15.585152,45
1810344,6.135797,32
1810376,15.03665,58
1810392,7.492976,29
1810392,14.634438,47
1810400,8.985845,36
1810472,15.534928,55
1810512,14.260036,38
1810544,6.334194,21
1810592,11.6312,31
1810616,19.723389,67
1810736,8.253599,24
1810808,8.805638,27
1810840,15.05232,41
1810840,14.180088,46
1810848,6.065855,14
1810880,17.205469,61
1810904,4.12981,7
1810912,12.843758,65
1810968,14.353166,44
1811040,7.478162,29
1811112,17.665102,89
1811136,8.73134,28
1811144,11.17876,38
1811160,11.960645,35
1811192,12.720465,36
1811192,12.684737,44
1811248,5.58727,26
1811312,7.300437,25
1811336,7.48704,18
1811352,10.34262,26
1811392,8.760509,29
1811408,3.720061,9
1811432,3.367799,5
1811432,8.384578,30
1811472,8.897975,42
1811624,8.96728,24
1811648,12.60383,42
1811656,8.448603,23
1811664,11.299225,29
1811816,13.783491,51
1811840,21.792685,74
1811848,17.709107,62
1811904,11.630742,35
1811952,12.952668,37
1811960,7.174655,124
1811992,5.387262,11
1812040,4.251118,24
1812128,6.394859,21
1812144,13.540856,62
1812160,4.144886,26
1812160,13.384176,43
1812168,13.993554,63
1812192,11.17711,44
1812208,7.322322,21
1812280,10.262605,36
1812328,7.804232,23
1812384,4.92655,24
1812488,2.642985,45
1812528,9.571696,31
1812560,11.386959,50
1812584,16.466991,52
1812664,18.325812,63
1812688,18.953896,60
1812712,6.594394,16
1812744,12.503864,45
1812800,10.111719,34
1812872,18.552987,68
1812944,7.840917,29
1812976,3.147149,4
1813000,14.008208,64
1813008,12.456417,56
1813024,-0.778152,2
1813032,-0.852237,1
1813152,15.212501,61
1813160,16.279749,52
1813176,16.422085,47
1813216,15.21017,43
1813296,5.758091,18
1813352,17.679991,83
1813392,6.227525,22
1813424,7.481298,56
1813464,2.748067,14
1813472,18.336349,55
1813488,8.214499,24
1813504,12.532511,41
1813520,15.327042,45
1813552,18.602684,69
1813560,4.111889,12
1813600,4.907052,12
1813616,5.523382,12
1813648,5.446078,11
1813712,5.592283,40
1813768,3.815531,7
1813784,10.969374,29
1813880,4.804797,12
1813936,9.885434,40
1813936,11.754219,42
1813952,4.011154,23
1813960,14.398788,67
1814008,3.237693,6
1814080,4.92333,18
1814088,17.478488,75
1814144,19.266582,62
1814184,14.344812,38
1814216,10.638831,35
1814256,22.00219,98
1814280,6.232533,17
1814344,3.212402,20
1814480,11.926878,33
1814512,19.285316,70
1814624,10.106022,46
1814648,14.018557,80
1814656,13.161867,72
1814712,3.752069,8
1814800,11.351822,57
1814800,11.377817,36
1814816,16.775937,67
1814824,9.722119,43
1814840,6.854056,23
1814872,4.091998,9
1814920,20.067802,104
1815088,15.4309,47
1815088,9.727951,27
1815104,12.18205,36
1815112,8.256993,24
1815160,17.748691,67
1815168,3.611995,10
1815288,6.12928,23
1815312,16.562422,61
1815320,4.266729,20
1815344,1.478166,29
1815400,5.930786,11
1815416,8.617779,31
1815448,5.797213,16
1815464,10.907864,78
1815544,13.371057,57
1815608,5.574537,20
1815624,11.582565,35
1815760,6.219843,19
1815840,18.014482,55
1815888,12.272988,43
1815928,15.429026,64
1815944,7.978216,23
1816072,8.919041,29
1816088,6.08982,18
1816096,21.606224,79
1816184,5.698717,37
1816200,13.305792,114
1816304,19.717721,85
1816328,10.396373,32
1816376,8.253336,22
1816384,6.916268,25
1816400,17.678009,59
1816504,5.048822,13
1816520,7.792131,17
1816528,9.505489,54
1816584,10.070244,62
1816664,7.233802,18
1816664,12.296033,36
1816712,12.941009,48
1816744,3.671403,10
1816744,17.374551,55
1816752,-1.081119,1
1816840,5.707441,11
1816864,14.221172,42
1816904,11.58133,30
1816936,16.166732,54
1816984,5.73084,18
1817024,8.705277,39
1817048,7.792709,38
1817224,2.006068,303
1817240,12.245537,38
1817240,13.954891,47
1817368,15.678759,48
1817376,15.728842,59
1817432,10.020906,26
1817440,5.936081,25
1817480,15.449549,54
1817504,7.433144,60
1817528,6.450309,20
1817592,3.115079,27
1817632,17.710453,49
1817688,10.099053,31
1817696,-0.833827,1
1817704,17.729206,140
1817752,8.685315,28
1817768,3.809665,9
1817808,6.215351,41
1817856,0.134886,44
1817960,8.570755,32
1818056,9.313365,25
1818072,10.867516,40
1818208,11.720825,31
1818224,9.438767,79
1818264,19.349106,104
1818272,16.899945,58
1818320,19.924413,69
1818408,15.726662,44
1818424,2.721375,13
1818496,9.632388,28
1818520,4.354736,37
1818568,5.094618,18
1818584,13.181984,40
1818592,8.225491,23
1818600,11.326373,121
1818776,9.044329,22
1818784,12.008882,72
1818792,9.078134,25
1818864,6.810635,37
1818896,5.16625,13
1818936,15.80478,55
1818984,7.238901,15
1819008,-2.139988,117
1819024,4.580728,30
1819040,15.049659,57
1819096,0.964332,9
1819160,12.315088,80
1819176,6.468399,17
1819176,11.58276,35
1819184,3.320378,31
1819248,5.540904,11
1819272,-2.020114,12
1819296,5.997045,15
1819320,5.097595,17
1819344,9.38569,71
1819344,14.436609,45
1819448,7.432162,19
1819504,18.270033,62
1819528,15.12166,54
1819560,8.364076,39
1819600,5.56254,32
1819640,13.338167,40
1819696,7.0918,17
1819816,10.558473,36
1819824,6.1909,16
1819832,19.181655,61
1819872,19.826654,75
1819984,7.349965,20
1820000,18.869251,62
1820016,16.91314,47
1820032,5.006906,20
1820040,13.422022,74
1820160,5.741541,15
1820184,14.215491,44
1820192,14.239304,47
1820200,0.768092,5
1820216,5.745876,23
1820224,16.514367,78
1820264,11.468425,31
1820288,11.810398,36
1820336,5.708648,15
1820376,8.265216,22
1820440,2.682217,19
1820560,14.146967,72
1820600,12.661046,47
1820624,13.580066,45
1820624,17.340095,54
1820640,7.704718,25
1820688,5.085665,16
1820688,9.411599,44
1820744,16.383413,46
1820808,9.15732,21
1820864,9.199904,30
1820872,9.696948,34
1820904,11.07944,35
1820984,10.721948,37
1821064,8.585936,24
1821080,18.442161,112
1821168,12.802578,45
1821200,15.126026,64
1821264,13.0205,45
1821272,17.544618,66
1821280,0.162577,14
1821344,16.95779,60
1821384,11.183732,38
1821432,3.376006,6
1821552,13.829286,44
1821568,17.876093,73
1821600,8.648927,32
1821616,13.221735,42
1821680,12.253564,51
1821712,17.567722,56
1821760,5.964717,18
1821848,16.396908,52
1821856,9.659213,36
1821896,2.494569,37
1822024,13.678486,43
1822064,7.45997,27
1822080,8.063112,40
1822152,11.790219,37
1822160,9.662001,33
1822176,17.485002,58
1822248,8.340714,21
1822320,7.454081,20
1822416,4.806919,12
1822424,13.861818,50
1822432,16.311817,46
1822488,10.259643,30
1822552,5.397587,17
1822608,7.170108,22
1822688,7.754702,33
1822696,17.93826,65
1822824,13.126521,84
1822872,12.002993,33
1822912,16.29225,53
1822912,5.073134,11
1822984,4.427698,9
1823080,15.651641,48
1823128,15.806375,55
1823168,12.188175,37
1823168,2.953456,5
1823200,11.125299,206
1823216,6.394713,17
1823280,11.703346,91
1823360,12.250381,287
1823400,16.749206,61
1823400,7.856184,29
1823448,7.251604,21
1823464,16.335206,60
1823488,11.791121,34
1823576,16.572311,51
1823616,9.354165,27
1823680,11.480133,35
1823760,14.200989,39
1823896,7.981092,27
1823952,12.767337,47
1824016,8.295415,32
1824064,1.345422,14
1824112,17.305843,78
1824152,11.9939,99
1824232,19.544028,77
1824304,12.184189,51
1824392,12.725598,41
1824496,19.529708,60
1824512,10.280745,35
1824544,3.163663,6
1824608,17.245597,57
1824616,14.675019,144
1824656,6.847322,18
1824688,11.883712,37
1824704,12.6379,50
1824720,5.982462,14
1824768,4.724098,10
1824816,6.45398,14
1824872,10.205607,32
1824904,6.936862,99
1824992,14.644547,56
1825000,13.012499,35
1825144,12.108497,41
1825168,16.166864,64
1825256,14.99203,48
1825296,11.196524,66
1825328,12.428498,42
1825344,8.152126,25
1825440,18.739285,67
1825456,2.861001,2
1825528,12.733167,34
1825552,15.430511,48
1825560,11.950766,33
1825560,-0.812884,4
1825672,12.048204,41
1825736,6.407677,92
1825792,6.017611,30
1825832,11.511238,34
1825864,18.04258,67
1825976,7.861934,18
1825992,6.255993,16
1826144,18.32251,73
1826168,7.158417,24
1826184,13.048034,91
1826200,11.439783,51
1826296,19.958608,70
1826328,7.310373,20
1826360,0.670384,22
1826400,14.623934,400
1826416,13.23122,53
1826488,5.024479,11
1826544,16.462165,50
1826600,10.8622,34
1826640,12.794401,43
1826656,18.182493,57
1826688,10.104425,25
1826704,3.478266,6
1826712,15.256291,44
1826824,11.51546,35
1826832,-0.819969,1
1826888,16.414695,59
1826936,5.683055,29
1826976,4.199254,18
1827048,17.660968,56
1827048,8.535309,51
1827056,3.974603,10
1827168,-0.396493,15
1827176,10.117502,36
1827264,4.950636,27
1827368,8.762212,25
1827424,17.328161,61
1827504,9.872039,30
1827520,16.440841,58
1827696,16.333346,65
1827752,11.797926,48
1827792,11.633559,34
1827816,3.591541,138
1827968,17.010394,58
1828104,11.631609,51
1828176,7.803375,26
1828184,12.547667,95
1828192,15.275637,55
1828280,18.844089,61
1828288,5.704545,14
1828352,10.762174,31
1828432,8.831165,30
1828456,11.745687,34
1828512,6.403871,29
1828520,6.206641,21
1828592,5.091576,17
1828704,6.199036,14
1828736,16.314855,56
1828768,12.830782,32
1828800,4.177791,12
1828816,12.575075,37
1828848,13.468062,52
1828872,5.351452,400
1828968,8.982776,29
1829024,6.769926,26
1829032,11.819217,33
1829072,3.455116,5
1829088,10.576485,30
1829208,5.504306,17
1829208,10.981751,30
1829264,4.320785,30
1829336,18.834556,58
1829360,11.184774,34
1829408,17.774166,76
1829440,7.418776,29
1829536,9.019411,22
1829568,17.556952,219
1829600,15.960906,49
1829624,9.524519,27
1829704,13.461829,55
1829736,17.495014,50
1829832,2.200303,33
1829840,15.357334,50
1829880,7.220041,18
1829888,11.606831,400
1829912,13.269829,47
1830024,9.22015,40
1830056,8.528082,27
1830112,10.368403,29
1830176,6.036903,15
1830176,2.681325,19
1830184,-0.657007,1
1830200,14.347718,46
1830216,18.454902,77
1830240,7.207594,16
1830248,20.806366,78
1830336,18.122324,56
1830344,12.992052,54
1830496,12.699318,37
1830512,10.570632,34
1830584,15.163114,51
1830624,11.225896,36
1830648,14.500382,58
1830664,12.083065,40
1830720,17.031756,63
1830744,8.332764,31
1830744,16.539157,62
1830888,7.904393,30
1830952,13.587988,55
1830952,13.576661,46
1831032,6.597265,18
1831080,11.112468,42
1831080,14.257625,45
1831120,6.581238,21
1831160,6.489872,16
1831160,15.04998,52
1831216,13.884954,74
1831240,17.515431,72
1831336,14.141965,48
1831376,7.850914,20
1831384,9.869158,28
1831408,9.408845,36
1831488,6.307072,19
1831504,17.756566,53
1831576,8.438591,62
1831640,10.665425,32
1831736,7.681371,29
1831752,8.329484,74
1831760,10.268226,44
1831800,15.640228,70
1831840,12.643958,44
1831952,5.607441,14
1831976,19.449214,75
1831992,13.662501,52
1832008,9.079841,46
1832048,9.61407,39
1832096,3.818798,6
1832104,2.369238,1
1832176,11.602307,47
1832328,15.932591,72
1832344,10.438547,30
1832384,12.247535,49
1832384,13.719189,47
1832384,13.319912,54
1832416,0.784586,9
1832440,6.499842,14
1832504,20.1703,66
1832520,3.313811,10
1832568,5.014864,23
1832584,15.254179,51
1832648,0.419239,8
1832656,11.016648,30
1832680,13.442521,37
1832696,6.046963,16
1832808,10.686142,36
1832816,6.83917,21
1832832,-0.510718,2
1832904,8.558832,26
1832952,3.136516,15
1833040,22.315807,82
1833144,21.520635,80
1833176,16.007108,62
1833184,20.398964,66
1833232,7.829949,41
1833264,10.686451,28
1833416,7.5885,23
1833416,10.769434,34
1833424,-0.735399,1
1833424,5.747155,20
1833440,12.203186,33
1833456,10.421046,63
1833504,1.844367,10
1833568,12.276115,95
1833656,8.230476,27
1833680,10.174544,33
1833704,9.549915,31
1833728,4.650338,9
1833752,19.000113,71
1833824,7.545003,18
1833872,14.467922,46
1833928,2.735585,25
1833936,1.170744,14
1833936,7.311731,23
1834136,8.869029,33
1834208,18.761281,98
1834216,9.744273,35
1834248,7.418268,40
1834256,20.276247,86
1834272,19.182892,71
1834296,14.08695,45
1834304,7.876441,21
1834392,9.144146,23
1834400,6.286436,16
1834496,5.898655,13
1834528,7.610779,28
1834544,11.973749,36
1834640,8.501682,53
1834656,14.463147,45
1834704,11.80856,38
1834800,4.628126,12
1834912,16.455309,48
1834944,15.334012,50
1834960,9.281348,400
1835088,16.251418,54
1835096,19.401519,75
1835184,15.051277,48
1835216,8.652541,38
1835288,13.084001,81
1835288,13.31576,43
1835328,14.955233,46
1835360,0.941813,33
1835376,6.339782,36
1835512,14.496313,41
1835552,8.260463,24
1835560,8.147446,34
1835648,11.629265,34
1835720,2.882078,49
1835752,15.253918,58
1835800,9.361922,30
1835816,7.90557,75
1835824,8.079665,22
1836000,15.580372,56
1836008,10.689291,62
1836032,-1.158852,3
1836072,3.505881,44
1836080,10.109963,35
1836128,6.360679,235
1836136,11.605675,40
1836152,7.570417,19
1836216,18.044389,58
1836280,4.713415,8
1836328,8.424365,24
1836368,3.471173,5
1836408,14.763282,47
1836432,15.378047,44
1836480,12.903863,44
1836552,4.006093,9
1836576,18.746609,63
1836632,10.713847,28
1836720,8.301227,55
1836728,18.49831,72
1836728,7.984678,22
1836760,15.151116,49
1836872,10.901048,37
1836912,9.530461,24
1836952,20.130979,65
1837104,16.158546,59
1837152,15.808956,53
1837200,19.24613,55
1837320,7.882359,21
1837336,5.069648,29
1837344,15.911825,49
1837400,1.500223,10
1837456,10.298624,68
1837552,21.116005,216
1837568,8.62058,28
1837576,12.692788,47
1837640,19.682291,96
1837656,10.213975,32
1837856,15.615333,65
1837880,9.921995,28
1837944,10.63079,38
1837992,14.346436,55
1838056,13.637728,61
1838064,5.494351,15
1838112,9.054446,29
1838176,18.804649,75
1838280,6.318433,53
1838296,11.207759,38
1838304,8.242901,30
1838312,8.795027,32
1838328,2.746465,200
1838360,9.27452,113
1838368,3.080498,5
1838392,6.416715,12
1838504,14.745816,49
1838632,10.003479,41
1838672,7.297322,35
1838704,12.350995,43
1838712,16.913856,67
1838784,12.004346,35
1838800,4.840362,16
1838808,16.957025,55
1838912,11.121088,35
1838984,16.805579,88
1839080,1.38696,12
1839136,18.048562,103
1839224,3.435233,64
1839256,8.849928,22
1839264,21.366124,70
1839296,11.481295,48
1839304,4.1196,63
1839328,7.631469,24
1839336,14.526419,66
1839456,8.274415,25
1839472,8.182215,22
1839520,10.791595,32
1839544,9.282748,27
1839616,2.424281,20
1839680,13.943307,57
1839696,13.65863,45
1839848,15.972882,47
1839896,15.065506,74
1839904,12.569991,48
1839920,12.404349,47
1839920,-1.437316,2
1839936,11.473162,30
1840024,11.890657,43
1840072,18.298987,57
1840120,7.66259,23
1840184,8.525868,33
1840208,7.161586,36
1840240,12.935153,43
1840256,9.475043,51
1840280,7.095802,20
1840360,12.793406,42
1840400,6.500746,18
1840416,-0.893606,2
1840608,10.371254,41
1840616,12.30876,54
1840648,16.997569,51
1840696,7.515655,35
1840768,-0.55304,15
1840816,16.783901,57
1840840,19.388928,96
1840880,4.271609,8
1840936,8.905915,41
1840992,14.718621,47
1841000,3.405469,99
1841008,7.86645,21
1841048,4.948127,283
1841048,15.149744,44
1841168,14.629597,50
1841176,6.747418,30
1841320,11.111203,34
1841328,18.225717,56
1841384,10.181005,27
1841392,12.303703,43
1841392,8.119097,49
1841432,18.522282,53
1841488,3.591531,13
1841536,8.47517,27
1841600,7.552568,21
1841632,7.524386,18
1841680,17.889087,63
1841792,14.778744,50
1841800,9.463382,33
1841808,6.628113,22
1841880,5.151328,10
1841896,19.953131,63
1842000,6.202762,15
1842024,16.602713,53
1842024,10.196013,43
1842040,0.340175,5
1842096,3.693708,7
1842128,9.694156,29
1842280,11.424946,32
1842280,15.389913,61
1842360,9.452436,33
1842368,14.603175,43
1842376,16.493215,71
1842416,6.940117,17
1842464,6.595518,23
1842568,6.802329,24
1842600,13.077979,59
1842648,2.250508,10
1842664,2.113055,209
1842712,10.911656,37
1842720,-1.127422,1
1842720,6.216422,15
1842760,13.398115,37
1842832,8.182673,21
1842856,12.649662,61
1842856,4.183717,17
1842912,8.420968,19
1843008,16.030333,81
1843016,6.685975,46
1843048,13.382581,41
1843152,12.634663,37
1843192,12.552798,45
1843224,-0.092721,4
1843240,10.595751,41
1843248,3.845127,29
1843352,12.573468,38
1843448,5.716822,265
1843480,10.857033,30
1843488,10.739127,30
1843520,11.893843,37
1843568,7.232372,15
1843584,17.191428,54
1843608,2.910781,3
1843616,11.827611,33
1843632,3.108936,3
1843720,3.663092,11
1843784,9.922527,37
1843816,9.703242,25
1843864,11.971348,43
1844048,6.482989,60
1844096,10.724306,29
1844168,14.589567,86
1844192,19.336566,59
1844264,9.631572,56
1844304,18.631965,65
1844344,9.1646,37
1844448,5.225472,180
1844456,10.759853,33
1844456,13.64691,45
1844560,5.945479,14
1844576,6.489428,39
1844688,19.77273,65
1844760,8.708992,38
1844808,7.727837,31
1844808,16.000815,58
1844832,12.496866,47
1844872,18.907504,71
1844888,-1.664049,10
1844960,10.785887,34
1845072,10.943231,30
1845128,5.934718,46
1845144,18.697344,71
1845320,15.110912,45
1845368,13.485963,62
1845448,17.131241,70
1845552,4.497735,60
1845664,8.411414,107
1845664,20.477715,65
1845672,11.762552,44
1845728,8.587769,22
1845768,4.009486,13
1845776,23.699926,81
1845856,13.084537,51
1845944,10.836054,34
1845952,9.301053,22
1846016,4.145667,8
1846048,11.463666,35
1846056,6.733202,400
1846072,4.861336,27
1846128,17.702418,50
1846264,6.785316,40
1846272,9.158066,25
1846280,16.420717,114
1846280,5.710079,19
1846296,11.360867,31
1846304,11.052517,36
1846368,26.042074,88
1846432,7.175573,21
1846512,9.768866,27
1846568,11.587377,37
1846576,11.311929,37
1846576,6.876505,26
1846608,11.784589,38
1846648,2.588404,5
1846680,8.565082,31
1846688,4.909699,14
1846736,-0.903123,7
1846744,18.814228,58
1846768,-0.598626,4
1846792,9.637558,27
1846792,7.121718,18
1846888,13.597014,47
1846944,8.077475,25
1847016,13.858499,56
1847192,16.644607,50
1847200,8.469881,54
1847232,9.733536,36
1847248,7.447453,29
1847256,2.924952,7
1847280,2.394858,4
1847312,3.633746,15
1847344,6.620092,57
1847360,26.017584,84
1847416,5.461887,17
1847424,5.512429,171
1847592,9.719806,29
1847624,12.453726,35
1847632,17.232615,50
1847736,16.04935,60
1847768,6.823015,22
1847816,8.357174,63
1847848,7.784971,27
1847880,15.849141,57
1847920,4.44057,13
1847928,12.478877,38
1847992,7.150149,18
1847992,3.479554,8
1848096,5.574464,13
1848288,8.852804,24
1848320,16.713479,55
1848328,3.75006,5
1848344,16.733615,53
1848464,10.838845,131
1848464,5.512827,15
1848528,9.345744,26
1848624,12.108406,37
1848632,11.731016,80
1848696,4.662175,9
1848720,5.386273,11
1848736,12.352289,34
1848744,7.616437,35
1848768,-0.723126,4
1848888,6.472224,18
1848976,15.474943,56
1849016,13.201595,40
1849128,14.823117,45
1849184,9.061735,37
1849216,-0.293727,4
1849248,11.461527,66
1849248,9.159729,34
1849296,8.492667,21
1849336,3.07293,196
1849352,6.9823,17
1849472,7.034143,28
1849536,9.3647,25
1849648,2.827643,44
1849648,18.827128,239
1849672,22.32507,82
1849736,19.298991,61
1849744,8.468023,26
1849832,17.984019,60
1849848,6.135218,25
1849904,7.724332,21
1849944,12.217045,37
1849960,12.473495,61
1849992,6.286979,400
1850048,4.370457,11
1850072,11.447523,41
1850192,2.900762,65
1850192,5.817562,18
1850200,9.329537,26
1850224,16.201223,49
1850264,3.112954,8
1850464,4.916542,30
1850472,7.008176,26
1850496,14.001621,53
1850512,19.789669,71
1850568,14.166045,47
1850584,4.672937,11
1850616,18.162925,53
1850664,10.259397,95
1850880,13.18293,37
1850952,11.147488,36
1850992,14.608975,53
1851000,14.843331,48
1851008,18.042426,67
1851128,6.405186,15
1851144,6.798483,18
1851216,14.429522,42
1851216,12.319232,33
1851304,7.84943,22
1851360,9.492547,27
1851384,8.03973,21
1851480,15.52981,61
1851536,3.680657,7
1851608,13.978045,49
1851672,11.720847,39
1851800,13.691964,167
1851832,19.802796,66
1851880,12.240598,34
1851920,16.957196,67
1851928,11.538604,49
1851976,7.045427,18
1852008,2.623611,4
1852064,6.566878,49
1852096,8.203438,27
1852112,10.259847,200
1852120,0.705649,7
1852144,10.416275,27
1852280,7.899642,34
1852344,9.674424,31
1852416,7.103068,17
1852464,22.653345,83
1852552,16.144792,51
1852560,9.025806,27
1852584,17.443294,59
1852584,7.766267,21
1852680,13.525339,95
1852680,15.590996,70
1852688,2.242465,1
1852760,9.422402,37
1852864,7.15562,23
1852872,3.543297,14
1852896,13.073853,43
1853000,15.216624,52
1853032,15.803439,59
1853048,-1.816626,400
1853152,3.780554,58
1853160,6.334326,14
1853224,1.034796,9
1853264,11.108492,29
1853264,22.69525,85
1853296,10.629874,37
1853416,20.106583,65
1853440,9.148318,22
1853472,7.615276,26
1853488,3.801723,6
1853592,3.648003,91
1853608,15.040248,48
1853616,16.143436,57
1853688,10.968619,102
1853696,9.614471,26
1853704,11.227601,36
1853712,11.167536,30
1853736,15.603238,55
1853792,8.668373,23
1853840,5.568165,18
1853872,7.200662,17
1853896,6.129424,26
1854016,11.235945,38
1854016,7.561656,18
1854040,9.317494,25
1854264,24.194643,84
1854272,15.152071,60
1854328,18.455008,54
1854352,18.929181,81
1854376,15.191296,45
1854416,4.707908,11
1854424,14.59475,51
1854424,4.709914,20
1854448,13.311805,51
1854456,17.145315,105
1854568,10.99763,37
1854576,10.299536,28
1854648,10.262576,28
1854656,9.280101,26
1854672,12.342215,37
1854768,13.046409,44
1854776,5.021085,15
1854848,10.835303,49
1854872,6.317699,25
1854888,5.233641,14
1854904,3.841878,7
1854928,19.440774,63
1854976,7.396278,51
1855008,4.287053,54
1855008,9.736451,30
1855080,7.241035,19
1855152,14.338129,63
1855168,13.275043,37
1855168,11.20163,33
1855176,-0.803222,3
1855200,9.156221,24
1855216,11.080832,30
1855272,4.935726,13
1855416,21.992827,66
1855432,17.078835,53
1855456,6.97727,32
1855456,11.745112,35
1855472,12.235719,32
1855472,16.688998,49
1855552,4.344029,35
1855584,2.800018,4
1855648,10.318138,27
1855664,10.269407,31
1855664,9.551529,26
1855680,3.627402,26
1855776,-0.389447,76
1855784,7.89765,39
1855784,5.752989,15
1855864,11.667125,35
1855896,15.75457,55
1855944,8.581965,20
